date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:54	2458/2458	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:53:56%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fabout-us%2F&format=xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embedf1c5	(from https://bullbull.in/about-us/)
10:23:54	15064/15064	---M--	200	added ('OK')	image/jpeg	etag:%223ad8-551aee7858580%22	https://bullbull.in/wp-content/uploads/2017/05/Sunil-Tinani-Pic-231x300.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2017/05/Sunil-Tinani-Pic-231x300.jpg	(from https://bullbull.in/about-us/)
10:23:54	13947/13947	---M--	200	added ('OK')	image/jpeg	etag:%22367b-551aef0765700%22	https://bullbull.in/wp-content/uploads/2017/05/varinder-yadav-150x150.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2017/05/varinder-yadav-150x150.jpg	(from https://bullbull.in/about-us/)
10:23:55	841/841	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Jun%202018%2004:53:57%20GMT	https://www.google.com/recaptcha/api.js?onload=recaptchaCallback&render=explicit&ver=2.0	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/www.google.com/recaptcha/apiae20.js	(from https://bullbull.in/about-us/)
10:23:56	2172/2172	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Jun%202018%2004:53:58%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fshop%2F	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embedcbcc.json	(from https://bullbull.in/shop/)
10:23:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jun%202018%2004:53:58%20GMT	https://bullbull.in/?p=1315	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/index5f98.html	(from https://bullbull.in/shop/)
10:23:57	2438/2438	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:53:59%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fshop%2F&format=xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embed8e86	(from https://bullbull.in/shop/)
10:23:57	33915/33915	---M--	200	added ('OK')	image/png	etag:%22847b-5684d7dce5d00%22	https://bullbull.in/dev/wp-content/uploads/sas-images/TA-Chart-patterns.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/sas-images/TA-Chart-patterns.png	(from https://bullbull.in/shop/)
10:23:58	4136/4136	---M--	200	added ('OK')	image/jpeg	etag:%221028-5684d7dce5d00%22	https://bullbull.in/dev/wp-content/uploads/sas-images/Superforecasting-150x150.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/sas-images/Superforecasting-150x150.jpg	(from https://bullbull.in/shop/)
10:23:58	56106/56106	---M--	200	added ('OK')	image/png	etag:%22db2a-5684d7dce5d00%22	https://bullbull.in/dev/wp-content/uploads/sas-images/Aswani-Gujral-Trading-with-.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/sas-images/Aswani-Gujral-Trading-with-.png	(from https://bullbull.in/shop/)
10:23:58	20700/20700	---M--	200	added ('OK')	image/png	etag:%2250dc-5684d7dce5d00%22	https://bullbull.in/dev/wp-content/uploads/sas-images/A-Wealth-of-Common-Sense.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/sas-images/A-Wealth-of-Common-Sense.png	(from https://bullbull.in/shop/)
10:23:58	37773/37773	---M--	200	added ('OK')	image/png	etag:%22938d-5684d7dce5d00%22	https://bullbull.in/dev/wp-content/uploads/sas-images/1up.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/sas-images/1up.png	(from https://bullbull.in/shop/)
10:23:58	25196/25196	---M--	200	added ('OK')	image/png	etag:%22626c-5684d7dce5d00%22	https://bullbull.in/dev/wp-content/uploads/sas-images/RDPD.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/sas-images/RDPD.png	(from https://bullbull.in/shop/)
10:23:58	24151/24151	---M--	200	added ('OK')	image/jpeg	etag:%225e57-56df323c2c200%22	https://bullbull.in/wp-content/uploads/2018/06/priti-feature.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/priti-feature.jpg	(from https://bullbull.in/category/sme-ipos/)
10:23:59	11693/11693	---M--	200	added ('OK')	image/jpeg	etag:%222dad-56dce29e33540%22	https://bullbull.in/wp-content/uploads/2018/06/accuracy-shipping-260x146.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/accuracy-shipping-260x146.jpg	(from https://bullbull.in/category/sme-ipos/)
10:23:59	13580/13580	---M--	200	added ('OK')	image/jpeg	etag:%22350c-56d6612bcad00%22	https://bullbull.in/wp-content/uploads/2018/05/sonam6-260x146.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/sonam6-260x146.jpg	(from https://bullbull.in/category/sme-ipos/)
10:23:59	37771/37771	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:01%20GMT	https://bullbull.in/category/sme-ipos/page/2/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/sme-ipos/page/2/index.html	(from https://bullbull.in/category/sme-ipos/)
10:23:59	8803/8803	---M--	200	added ('OK')	image/jpeg	etag:%222263-56d5680ea3140%22	https://bullbull.in/wp-content/uploads/2018/05/waa9-260x146.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/waa9-260x146.jpg	(from https://bullbull.in/category/sme-ipos/)
10:24:00	15356/15356	---M--	200	added ('OK')	image/jpeg	etag:%223bfc-56d3e6d9da080%22	https://bullbull.in/wp-content/uploads/2018/05/oswal-260x146.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/oswal-260x146.jpg	(from https://bullbull.in/category/sme-ipos/)
10:24:00	68197/68197	---MC-	200	added ('OK')	application/rss+xml	etag:%226ebfd0d8a889d2b151c63e82dbe8fbef%22	https://bullbull.in/category/sme-ipos/feed/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/sme-ipos/feed/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:00	33265/33265	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:02%20GMT	https://bullbull.in/sme-ipos/accuracy-shipping-ipo-review/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/sme-ipos/accuracy-shipping-ipo-review/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:01	11889/11889	---M--	200	added ('OK')	image/jpeg	etag:%222e71-56d16336c58c0%22	https://bullbull.in/wp-content/uploads/2018/05/palm4-260x146.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/palm4-260x146.jpg	(from https://bullbull.in/category/sme-ipos/)
10:24:01	33633/33633	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:02%20GMT	https://bullbull.in/sme-ipos/sonam-clock-ipo-review/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/sme-ipos/sonam-clock-ipo-review/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:02	36279/36279	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:03%20GMT	https://bullbull.in/sme-ipos/waa-solar-ipo-review/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/sme-ipos/waa-solar-ipo-review/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:02	31570/31570	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:03%20GMT	https://bullbull.in/sme-ipos/palm-jewels-ipo-review/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/sme-ipos/palm-jewels-ipo-review/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:02	34371/34371	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:03%20GMT	https://bullbull.in/sme-ipos/shreeoswal-seeds-chemicals-ipo-review/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/sme-ipos/shreeoswal-seeds-chemicals-ipo-review/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:03	31338/31338	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:04%20GMT	https://bullbull.in/category/sme-ipos/page/3/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/sme-ipos/page/3/index.html	(from https://bullbull.in/category/sme-ipos/)
10:24:03	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2013%20Jun%202018%2004:54:05%20GMT	https://bullbull.in/xmlrpc.php	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/xmlrpc.php	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:04	2574/2574	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Jun%202018%2004:54:06%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fmarket-iq%2Fhow-to-figure-out-sectors-that-will-trend-up-or-down%2F	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embed9a3a.json	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:04	2598/2598	---MC-	200	added ('OK')	application/rss+xml	etag:%22661f1f7e07dd7db1dc11c1b157623179%22	https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/feed/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/feed/index.html	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jun%202018%2004:54:06%20GMT	https://bullbull.in/?p=2682	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/indexe1af.html	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:05	2876/2876	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:54:07%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fmarket-iq%2Fhow-to-figure-out-sectors-that-will-trend-up-or-down%2F&format=xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embeddf63	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:05	63652/63652	---M--	200	added ('OK')	image/jpeg	etag:%22f8a4-56e57aedefe59%22	https://bullbull.in/wp-content/uploads/2018/06/trending-1.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/trending-1.jpg	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:06	70955/70955	---M--	200	added ('OK')	image/jpeg	etag:%221152b-56e57c0196bb4%22	https://bullbull.in/wp-content/uploads/2018/06/trending-11Jun-9.25am.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/trending-11Jun-9.25am.jpg	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:06	72019/72019	---M--	200	added ('OK')	image/jpeg	etag:%2211953-56e57f69bbc3f%22	https://bullbull.in/wp-content/uploads/2018/06/trending-11Jun-9.25am-a.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/trending-11Jun-9.25am-a.jpg	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:06	2540/2540	---M--	200	added ('OK')	application/x-javascript	etag:%229ec-56dc833699ec0%22	https://bullbull.in/wp-content/plugins/anti-spam/js/anti-spam-5.2.js	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/anti-spam/js/anti-spam-5.2.js	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:06	83110/83110	---M--	200	added ('OK')	image/jpeg	etag:%22144a6-56e580551a42b%22	https://bullbull.in/wp-content/uploads/2018/06/trending-11Jun-10.00am.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/trending-11Jun-10.00am.jpg	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:06	81009/81009	---M--	200	added ('OK')	image/jpeg	etag:%2213c71-56e5816609d1f%22	https://bullbull.in/wp-content/uploads/2018/06/trending-11Jun-12.15pm.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/trending-11Jun-12.15pm.jpg	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:06	1078/1078	---M--	200	added ('OK')	application/x-javascript	etag:%22436-550e2882c7840%22	https://bullbull.in/wp-includes/js/comment-reply.min.js?ver=4.9.6	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-includes/js/comment-reply.min1845.js	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:07	21799/21799	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:08%20GMT	https://bullbull.in/tag/how-to-discover-bearish-sectors/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/tag/how-to-discover-bearish-sectors/index.html	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:07	765/765	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Jun%202018%2004:54:09%20GMT	https://www.google.com/recaptcha/api.js?render=explicit&ver=1.36	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/www.google.com/recaptcha/api7b8e.js	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:07	9020/9020	---M--	200	added ('OK')	application/x-javascript	etag:%22233c-567d92b9fa440%22	https://bullbull.in/wp-content/plugins/google-captcha/js/script.js?ver=1.36	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/google-captcha/js/script4a16.js	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:07	21799/21799	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:09%20GMT	https://bullbull.in/tag/how-to-discover-bullish-sectors/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/tag/how-to-discover-bullish-sectors/index.html	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:08	38719/38719	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:09%20GMT	https://bullbull.in/author/sunil-tinani/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/author/sunil-tinani/index.html	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:09	63774/63774	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:10%20GMT	https://bullbull.in/charts/a-live-trade-setup-that-can-generate-super-profits/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/charts/a-live-trade-setup-that-can-generate-super-profits/index.html	(from https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/)
10:24:10	2654/2654	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Jun%202018%2004:54:10%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fmarket-iq%2Fdaily-trading-setup-with-oi-options-and-charts-for-multiple-stocks%2F	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embedba47.json	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:10	3358/3358	---MC-	200	added ('OK')	application/rss+xml	etag:%22661f1f7e07dd7db1dc11c1b157623179%22	https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/feed/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/feed/index.html	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jun%202018%2004:54:11%20GMT	https://bullbull.in/?p=2665	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/index2bd1.html	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:11	2956/2956	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:54:12%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fmarket-iq%2Fdaily-trading-setup-with-oi-options-and-charts-for-multiple-stocks%2F&format=xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embed37fe	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:11	195958/195958	---M--	200	added ('OK')	image/jpeg	etag:%222fd76-56e449794c1c1%22	https://bullbull.in/wp-content/uploads/2018/06/high-OI-stocks.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/high-OI-stocks.jpg	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:12	22105/22105	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:13%20GMT	https://bullbull.in/tag/how-to-get-daily-trading-clues/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/tag/how-to-get-daily-trading-clues/index.html	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:13	22141/22141	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:13%20GMT	https://bullbull.in/tag/how-to-set-up-your-intraday-trades/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/tag/how-to-set-up-your-intraday-trades/index.html	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:13	66392/66392	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:13%20GMT	https://bullbull.in/market-iq/how-to-analyze-open-interest-data-and-generate-profitable-swing-trades/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/market-iq/how-to-analyze-open-interest-data-and-generate-profitable-swing-trades/index.html	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:13	224938/224938	---M--	200	added ('OK')	image/jpeg	etag:%2236eaa-56e44e1754938%22	https://bullbull.in/wp-content/uploads/2018/06/options-OI.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/options-OI.jpg	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:14	78217/78217	---M--	200	added ('OK')	image/jpeg	etag:%2213189-56e453210c61d%22	https://bullbull.in/wp-content/uploads/2018/06/Investing.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/Investing.jpg	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:14	128179/128179	---M--	200	added ('OK')	image/jpeg	etag:%221f4b3-56e4572dee945%22	https://bullbull.in/wp-content/uploads/2018/06/investing-portfolio-charts.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/investing-portfolio-charts.jpg	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:15	76152/76152	---M--	200	added ('OK')	image/jpeg	etag:%2212978-56e459f682356%22	https://bullbull.in/wp-content/uploads/2018/06/trade-setup-multiple-stocks.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/trade-setup-multiple-stocks.jpg	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:15	174359/174359	---M--	200	added ('OK')	image/jpeg	etag:%222a917-56e45beb1cb8a%22	https://bullbull.in/wp-content/uploads/2018/06/strides-chart.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/strides-chart.jpg	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:15	45800/45800	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:17%20GMT	https://bullbull.in/options/long-strangle-options-strategy-for-volatile-stocks/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/options/long-strangle-options-strategy-for-volatile-stocks/index.html	(from https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/)
10:24:16	2489/2489	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Jun%202018%2004:54:17%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fcharts%2Fhow-to-be-100-sure-of-a-chart-signal%2F	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embed005d.json	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Jun%202018%2004:54:18%20GMT	https://bullbull.in/?p=2530	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/indexb018.html	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:16	5061/5061	---MC-	200	added ('OK')	application/rss+xml	etag:%22661f1f7e07dd7db1dc11c1b157623179%22	https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/feed/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/feed/index.html	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:17	2791/2791	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:54:19%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2Fcharts%2Fhow-to-be-100-sure-of-a-chart-signal%2F&format=xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embedd107	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:18	43001/43001	---M--	200	added ('OK')	image/jpeg	etag:%22a7f9-56d7b2c2b6640%22	https://bullbull.in/wp-content/uploads/2018/05/shankara-feature.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/shankara-feature.jpg	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:18	21749/21749	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:54:20%20GMT	https://bullbull.in/tag/how-to-accurately-check-chart-periods-and-decide-on-a-trade/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/tag/how-to-accurately-check-chart-periods-and-decide-on-a-trade/index.html	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:19	150519/150519	---M--	200	added ('OK')	image/jpeg	etag:%2224bf7-56d79f080da40%22	https://bullbull.in/wp-content/uploads/2018/05/shankara-1.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/shankara-1.jpg	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
10:24:19	169314/169314	---M--	200	added ('OK')	image/jpeg	etag:%2229562-56d7ab6087ac0%22	https://bullbull.in/wp-content/uploads/2018/05/shankara-3.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/shankara-3.jpg	(from https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/)
