date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:45	135/135	---M--	200	added ('OK')	application/x-javascript	etag:%2287-56b338c3f0e00%22	https://bullbull.in/wp-content/plugins/add-to-any/addtoany.min.js?ver=1.0	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/add-to-any/addtoany.min5152.js	(from https://bullbull.in/)
10:22:45	4403/4403	---M--	200	added ('OK')	application/x-javascript	etag:%221133-56cf13617c980%22	https://bullbull.in/wp-content/plugins/kk-star-ratings/js.min.js?ver=2.6.1	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/kk-star-ratings/js.minc141.js	(from https://bullbull.in/)
10:22:45	97184/97184	---M--	200	added ('OK')	application/x-javascript	etag:%2217ba0-550e2882c7840%22	https://bullbull.in/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-includes/js/jquery/jqueryb8ff.js	(from https://bullbull.in/)
10:22:46	26231/26231	---M--	200	added ('OK')	application/x-javascript	etag:%226677-56d057a429040%22	https://bullbull.in/wp-content/themes/mh-newsdesk-lite/js/scripts.js?ver=4.9.6	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/themes/mh-newsdesk-lite/js/scripts1845.js	(from https://bullbull.in/)
10:22:46	806/806	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:52:48%20GMT	https://bullbull.in/xmlrpc.php?rsd	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/xmlrpc0db0.php	(from https://bullbull.in/)
10:22:46	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-550e2884afcc0%22	https://bullbull.in/wp-includes/wlwmanifest.xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-includes/wlwmanifest.xml	(from https://bullbull.in/)
10:22:48	2160/2160	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Jun%202018%2004:52:49%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2F	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embedc59a.json	(from https://bullbull.in/)
10:22:48	394813/394813	---M--	200	added ('OK')	application/x-javascript	etag:%226063d-569956723db40%22	https://bullbull.in/wp-content/themes/mh-newsdesk-lite/js/dygraph.js?ver=4.9.6	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/themes/mh-newsdesk-lite/js/dygraph1845.js	(from https://bullbull.in/)
10:22:48	55161/55161	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20Jun%202018%2004:52:48%20GMT	https://bullbull.in/wp-json/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/index.html	(from https://bullbull.in/)
10:22:49	2428/2428	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20Jun%202018%2004:52:50%20GMT	https://bullbull.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbullbull.in%2F&format=xml	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-json/oembed/1.0/embed68e1	(from https://bullbull.in/)
10:22:49	72683/72683	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211beb-56e7da9d4723f%22	https://static.addtoany.com/menu/page.js	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/static.addtoany.com/menu/page.js	(from https://bullbull.in/)
10:22:49	364/364	---M--	200	added ('OK')	image/png	etag:%2216c-56cf13617c980%22	https://bullbull.in/wp-content/plugins/kk-star-ratings/gray.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/kk-star-ratings/gray.png	(from https://bullbull.in/)
10:22:49	1783/1783	---M--	200	added ('OK')	image/png	etag:%226f7-550e2893f20c0%22	https://bullbull.in/wp-content/uploads/2017/05/favicon.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2017/05/favicon.png	(from https://bullbull.in/)
10:22:50	13699/13699	---M--	200	added ('OK')	image/jpeg	etag:%223583-5684da48c9380%22	https://bullbull.in/dev/wp-content/uploads/2018/03/cropped-logo-1.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/2018/03/cropped-logo-1.jpg	(from https://bullbull.in/)
10:22:53	39971/39971	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:52:54%20GMT	https://bullbull.in/category/charts/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/charts/index.html	(from https://bullbull.in/)
10:22:54	2618/2618	---M--	200	added ('OK')	image/jpeg	etag:%22a3a-56d7b2c3aa880%22	https://bullbull.in/wp-content/uploads/2018/05/shankara-feature-120x67.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/shankara-feature-120x67.jpg	(from https://bullbull.in/)
10:22:56	40203/40203	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:52:57%20GMT	https://bullbull.in/category/fundamentals/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/fundamentals/index.html	(from https://bullbull.in/)
10:22:57	3130/3130	---M--	200	added ('OK')	image/jpeg	etag:%22c3a-56e31ae513aab%22	https://bullbull.in/wp-content/uploads/2018/06/how-to-see-theorugh-a-finan-120x67.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/how-to-see-theorugh-a-finan-120x67.jpg	(from https://bullbull.in/)
10:22:58	52960/52960	---M--	200	added ('OK')	image/jpeg	etag:%22cee0-563e70a2efcc0%22	https://bullbull.in/wp-content/uploads/2018/01/symbol-2088734_640.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/01/symbol-2088734_640.jpg	(from https://bullbull.in/)
10:22:59	74243/74243	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Jun%202018%2004:52:52%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://bullbull.in/)
10:22:59	39396/39396	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:00%20GMT	https://bullbull.in/category/stocks/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/stocks/index.html	(from https://bullbull.in/)
10:22:59	99755/99755	---M--	200	added ('OK')	image/jpeg	etag:%22185ab-56463cc23ee40%22	https://bullbull.in/wp-content/uploads/2018/02/stock-exchange-642896_640.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/02/stock-exchange-642896_640.jpg	(from https://bullbull.in/)
10:23:00	40684/40684	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:01%20GMT	https://bullbull.in/category/market-iq/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/market-iq/index.html	(from https://bullbull.in/)
10:23:00	1576/1576	---M--	200	added ('OK')	image/jpeg	etag:%22628-56d046ec11e40%22	https://bullbull.in/wp-content/uploads/2018/05/Financial-Risk-calculator-120x67.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/05/Financial-Risk-calculator-120x67.jpg	(from https://bullbull.in/)
10:23:00	39584/39584	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:02%20GMT	https://bullbull.in/category/options/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/options/index.html	(from https://bullbull.in/)
10:23:01	25313/25313	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:02%20GMT	https://bullbull.in/financial-risk-calculator/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/financial-risk-calculator/index.html	(from https://bullbull.in/)
10:23:02	22410/22410	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:03%20GMT	https://bullbull.in/target-price-calculator/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/target-price-calculator/index.html	(from https://bullbull.in/)
10:23:02	19093/19093	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:03%20GMT	https://bullbull.in/research-tools/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/research-tools/index.html	(from https://bullbull.in/)
10:23:03	184609/184609	---M--	200	added ('OK')	image/jpeg	etag:%222d121-566ba88492b00%22	https://bullbull.in/wp-content/uploads/2018/03/gpel.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/03/gpel.jpg	(from https://bullbull.in/)
10:23:03	23673/23673	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:05%20GMT	https://bullbull.in/intrinsic-value-calculator/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/intrinsic-value-calculator/index.html	(from https://bullbull.in/)
10:23:03	26117/26117	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:05%20GMT	https://bullbull.in/small-cap-value-calculator/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/small-cap-value-calculator/index.html	(from https://bullbull.in/)
10:23:05	21234/21234	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:06%20GMT	https://bullbull.in/option-premium-value/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/option-premium-value/index.html	(from https://bullbull.in/)
10:23:05	37341/37341	---M--	200	added ('OK')	image/jpeg	etag:%2291dd-56e31ae4d2f81%22	https://bullbull.in/wp-content/uploads/2018/06/how-to-see-theorugh-a-finan.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/06/how-to-see-theorugh-a-finan.jpg	(from https://bullbull.in/)
10:23:05	239605/239605	---M--	200	added ('OK')	image/jpeg	etag:%223a7f5-5644f0e42b500%22	https://bullbull.in/wp-content/uploads/2018/02/cerebra.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/uploads/2018/02/cerebra.jpg	(from https://bullbull.in/)
10:23:05	21336/21336	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:07%20GMT	https://bullbull.in/trend-predictor/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/trend-predictor/index.html	(from https://bullbull.in/)
10:23:06	57512/57512	---M--	200	added ('OK')	image/jpeg	etag:%22e0a8-568eb87f2e8c0%22	https://bullbull.in/dev/wp-content/uploads/2018/04/insider-deals.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/dev/wp-content/uploads/2018/04/insider-deals.jpg	(from https://bullbull.in/)
10:23:06	25848/25848	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:08%20GMT	https://bullbull.in/shop/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/shop/index.html	(from https://bullbull.in/)
10:23:07	27056/27056	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:08%20GMT	https://bullbull.in/about-us/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/about-us/index.html	(from https://bullbull.in/)
10:23:07	14585/14585	---M--	200	added ('OK')	application/x-javascript	etag:%2238f9-56cc7168a3000%22	https://bullbull.in/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.2	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/contact-form-7/includes/js/scriptsce52.js	(from https://bullbull.in/)
10:23:07	36940/36940	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:08%20GMT	https://bullbull.in/category/sme-ipos/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/category/sme-ipos/index.html	(from https://bullbull.in/)
10:23:07	38564/38564	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:09%20GMT	https://bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/market-iq/how-to-figure-out-sectors-that-will-trend-up-or-down/index.html	(from https://bullbull.in/)
10:23:08	7785/7785	---M--	200	added ('OK')	application/x-javascript	etag:%221e69-5529f139eb880%22	https://bullbull.in/wp-content/plugins/tipso/src/tipso.min.js	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/tipso/src/tipso.min.js	(from https://bullbull.in/)
10:23:08	44203/44203	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:10%20GMT	https://bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/market-iq/daily-trading-setup-with-oi-options-and-charts-for-multiple-stocks/index.html	(from https://bullbull.in/)
10:23:08	43457/43457	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:10%20GMT	https://bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/charts/how-to-be-100-sure-of-a-chart-signal/index.html	(from https://bullbull.in/)
10:23:09	370/370	---M--	200	added ('OK')	application/x-javascript	etag:%22172-5529f139eb880%22	https://bullbull.in/wp-content/plugins/tipso/admin/callTipso.js	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/tipso/admin/callTipso.js	(from https://bullbull.in/)
10:23:09	62578/62578	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:10%20GMT	https://bullbull.in/fundamentals/case-study-why-it-is-important-to-read-an-annual-report/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/fundamentals/case-study-why-it-is-important-to-read-an-annual-report/index.html	(from https://bullbull.in/)
10:23:09	31768/31768	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:11%20GMT	https://bullbull.in/fundamentals/financial-risk-calculator-add-on-notes/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/fundamentals/financial-risk-calculator-add-on-notes/index.html	(from https://bullbull.in/)
10:23:09	1398/1398	---M--	200	added ('OK')	application/x-javascript	etag:%22576-550e2882c7840%22	https://bullbull.in/wp-includes/js/wp-embed.min.js?ver=4.9.6	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-includes/js/wp-embed.min1845.js	(from https://bullbull.in/)
10:23:10	32126/32126	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:11%20GMT	https://bullbull.in/stocks/gujarat-poly-electronics-a-compelling-turnaround-story/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/stocks/gujarat-poly-electronics-a-compelling-turnaround-story/index.html	(from https://bullbull.in/)
10:23:10	41335/41335	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:11%20GMT	https://bullbull.in/stocks/cerebra-technologies-waste-to-precious-metals-company/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/stocks/cerebra-technologies-waste-to-precious-metals-company/index.html	(from https://bullbull.in/)
10:23:11	31227/31227	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:12%20GMT	https://bullbull.in/sme-ipos/priti-international-ipo-review/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/sme-ipos/priti-international-ipo-review/index.html	(from https://bullbull.in/)
10:23:11	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-56cc7168a3000%22	https://bullbull.in/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://bullbull.in/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.2)
10:23:12	253598/253598	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:12%20GMT	https://bullbull.in/market-iq/hot-bsense-insider-deals-updated-daily/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/market-iq/hot-bsense-insider-deals-updated-daily/index.html	(from https://bullbull.in/)
10:23:12	40606/40606	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20Jun%202018%2004:53:13%20GMT	https://bullbull.in/options/the-facts-about-options-greeks/	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/options/the-facts-about-options-greeks/index.html	(from https://bullbull.in/)
10:23:12	5203/5203	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202016%2003:17:22%20GMT	https://www.google.com/recaptcha/api/img/red/sprite.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/www.google.com/recaptcha/api/img/red/sprite.png	(from https://bullbull.in/wp-content/plugins/google-captcha/css/gglcptch.css?ver=1.36)
10:23:13	370/370	---M--	200	added ('OK')	image/png	etag:%22172-56cf13617c980%22	https://bullbull.in/wp-content/plugins/kk-star-ratings/yellow.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/kk-star-ratings/yellow.png	(from https://bullbull.in/wp-content/plugins/kk-star-ratings/css.css?ver=2.6.1)
10:23:13	349/349	---M--	200	added ('OK')	image/png	etag:%2215d-56cf13617c980%22	https://bullbull.in/wp-content/plugins/kk-star-ratings/orange.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/kk-star-ratings/orange.png	(from https://bullbull.in/wp-content/plugins/kk-star-ratings/css.css?ver=2.6.1)
10:23:13	5331/5331	---M--	200	added ('OK')	image/png	etag:%2214d3-55fcd521b2b80%22	https://bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/images/clickhere.png	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/images/clickhere.png	(from https://bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/css/pg-sas.css?ver=4.9.6)
10:23:14	389/389	---M--	200	added ('OK')	image/jpeg	etag:%22185-55fcd522a6dc0%22	https://bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/images/quote_bottom.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/images/quote_bottom.jpg	(from https://bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/css/pg-sas.css?ver=4.9.6)
10:23:14	404/404	---M--	200	added ('OK')	image/jpeg	etag:%22194-55fcd520be940%22	https://bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/images/quote_top.jpg	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/images/quote_top.jpg	(from https://bullbull.in/wp-content/plugins/pg-simple-affiliate-shop/css/pg-sas.css?ver=4.9.6)
10:23:15	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-56994d76eea80%22	https://bullbull.in/wp-content/themes/mh-newsdesk-lite/fonts/fontawesome-webfont.eot?	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/themes/mh-newsdesk-lite/fonts/fontawesome-webfontd41d.eot	(from https://bullbull.in/wp-content/themes/mh-newsdesk-lite/includes/font-awesome.min.css)
10:23:16	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-56994d76eea80%22	https://bullbull.in/wp-content/themes/mh-newsdesk-lite/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Prachi%20Mishra/Desktop/RAKESH_ARCHIEVE/BULLBULL/bullbull.in/wp-content/themes/mh-newsdesk-lite/fonts/fontawesome-webfont3e6e.eot	(from https://bullbull.in/wp-content/themes/mh-newsdesk-lite/includes/font-awesome.min.css)
